agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips
Iberville Parish Sheriff's Office,Sheriff's office,60, , , , , ,Po Box 231,58050 Meriam St, ,Plaquemine,LA,Iberville,70765, , , , ,22047
Nogales Police Department,Local police department,60, , , , , ,777 North Grande Avenue, , ,Nogales,AZ,Santa Cruz,85621, , , , ,4023
McMinn County Sheriff's Office,Sheriff's office,60, , , , , ,1319 S White St,PO Box 649, ,Athens,TN,McMinn,37303, , , , ,47107
Sierra Vista Police Department,Local police department,60, , , , , ,911 North Coronado Drive, , ,Sierra Vista,AZ,Cochise,85635, , , , ,4003
Coppell Police Department,Local police department,59, , , , , ,130 Town Center Blvd., , ,Coppell,TX,Dallas,75019, , , , ,48113
Nacogdoches Police Department,Local police department,59, , , , , ,Po Box 635030, , ,Nacogdoches,TX,Nacogdoches,75963, , , , ,48347
Goose Creek Police Department,Local police department,59, , , , , ,Po Drawer 1768, , ,Goose Creek,SC,Berkeley,29445, , , , ,45015
Fort Worth City Marshal''s Office,Constable/marshal,59, , , , , ,1000 Throckmorton St., , ,Fort Worth,TX,Tarrant,76102, , , , ,48439
Opelousas Police Department,Local police department,58, , , , , ,Po Box 1757, , ,Opelousas,LA,St. Landry,70571, , , , ,22097
Grayson County Sheriff's Office,Sheriff's office,58, , , , , ,200 S Crockett St, , ,Sherman,TX,Grayson,75090, , , , ,48181
Putnam County Sheriff's Office,Sheriff's office,58, , , , , ,13 Keightly Rd,PO Box 495, ,Cookeville,TN,Putnam,38501, , , , ,47141
Halifax County Sheriff's Office,Sheriff's office,58, , , , , ,Po Box 36, , ,Halifax,NC,Halifax,27839, , , , ,37083
Lenoir County Sheriff's Office,Sheriff's office,58, , , , , ,Po Box 3289, , ,Kinston,NC,Lenoir,28502, , , , ,37107
Surry County Sheriff's Office,Sheriff's office,58, , , , , ,Po Box 827, , ,Dobson,NC,Surry,27017, , , , ,37171
Tom Green County Sheriff's Office,Sheriff's office,58, , , , , ,222 W Harris Ave, , ,San Angelo,TX,Tom Green,76903, , , , ,48451
Maricopa Police Department,Local police department,58, , , , , ,Po Box 610, , ,Maricopa,AZ,Pinal,85239, , , , ,4021
Arizona State Parks - Law Enforcement,Special jurisdiction,58, , , , , ,1300 W Washington St, , ,Phoenix,AZ,Maricopa,85007, , , , ,4013
Dickson County Sheriff's Office,Sheriff's office,57, , , , , ,Po Box 177, , ,Charlotte,TN,Dickson,37036, , , , ,47043
Pineville Police Department,Local police department,57, , , , , ,Post Office Box 220, , ,Pineville,LA,Rapides,71360, , , , ,22079
Oak Ridge Police Department,Local police department,57, , , , , ,P.O. Box 1, , ,Oak Ridge,TN,Anderson,37831, , , , ,47001
Anderson County Sheriff's Office,Sheriff's office,57, , , , , ,141 S Main St, , ,Clinton,TN,Anderson,37716, , , , ,47001
Duncanville Police Department,Local police department,57, , , , , ,P. O. Box 380280,203 E. WHEATLAND, ,Duncanville,TX,Dallas,75116, , , , ,48113
Rockville Police Department,Local police department,57, , , , , ,111 Maryland Avenue, , ,Rockville,MD,Montgomery,20850, , , , ,24031
Greene County Sheriff's Office,Sheriff's office,57, , , , , ,400 Morrow Ave,PO Box 109, ,Greeneville,TN,Greene,37743, , , , ,47059
Loudon County Sheriff's Office,Sheriff's office,57, , , , , ,12680 Highway 11 W Ste 1, , ,Lenoir City,TN,Loudon,37771, , , , ,47105
North Carolina Division of Marine Patrol,Special jurisdiction,57, , , , , ,Po Box 769, , ,Morehead City,NC,Carteret,28557, , , , ,37031
Kingman Police Department,Local police department,57, , , , , ,120 N Spruce St, , ,Kingman,AZ,Mohave,86401, , , , ,4015
Pender County Sheriff's Office,Sheriff's office,57, , , , , ,Po Box 1449, , ,Burgaw,NC,Pender,28425, , , , ,37141
Elizabeth City Police Department,Local police department,56, , , , , ,Po Box 347, , ,Elizabeth City,NC,Pasquotank,27907, , , , ,37139
Morgan City Police Department,Local police department,56, , , , , ,Po Box 1670, , ,Morgan City,LA,St. Mary,70381, , , , ,22101
Greer Police Department,Local police department,56, , , , , ,102 S. Main St., , ,Greer,SC,Greenville,29650, , , , ,45045
Brentwood Police Department,Local police department,56, , , , , ,P.O. Box 788, , ,Brentwood,TN,Williamson,37024, , , , ,47187
North Carolina State Capitol Police,Special jurisdiction,56, , , , , ,417 North Salisbury St., , ,Raleigh,NC,Wake,27603, , , , ,37183
Friendswood Police Department,Local police department,55, , , , , ,1600 Whitaker Drive, , ,Friendswood,TX,Galveston,77546, , , , ,48167
Sevierville Police Department,Local police department,55, , , , , ,300 Gary R. Wade Blvd, , ,Sevierville,TN,Sevier,37862, , , , ,47155
Horry County Sheriff's Office,Sheriff's office,55, , , , , ,1301 2Nd Ave,PO Box 380, ,Conway,SC,Horry,29526, , , , ,45051
Dyersburg Police Department,Local police department,55, , , , , ,425  W. Market St., , ,Dyersburg,TN,Dyer,38024, , , , ,47045
Apex Police Department,Local police department,55, , , , , ,205 Saunders Street, , ,Apex,NC,Wake,27502, , , , ,37183
Harris County Constable Pct. 8,Constable/marshal,55, , , , , ,"7330 Spencer Highway, Suite 107", , ,Pasadena,TX,Harris,77505, , , , ,48201
Alamo Community College District Police,Special jurisdiction,55, , , , , ,"201 W Sheridan, Bldg C", , ,San Antonio,TX,Bexar,78204, , , , ,48029
Dallas County Constable Pct. 1,Constable/marshal,55, , , , , ,7201 S. Polk St,Attn: Sheryl Malone, ,Dallas,TX,Dallas,75232, , , , ,48113
Weatherford Police Department,Local police department,55, , , , , ,201 S. W. Main Street, , ,Weatherford,TX,Parker,76086, , , , ,48367
Austin Community College District Police,Special jurisdiction,55, , , , , ,9101 Tuscany Way, , ,Austin,TX,Travis,78754, , , , ,48453
Apache Junction Police Department,Local police department,55, , , , , ,300 E. Superstition Blvd., , ,Apache Junction,AZ,Pinal,85219, , , , ,4021
Pigeon Forge Police Department,Local police department,54, , , , , ,P.O. Box 1350, , ,Pigeon Forge,TN,Sevier,37868, , , , ,47155
Taylor County Sheriff's Office,Sheriff's office,54, , , , , ,203 N Court St, , ,Abilene,TX,Taylor,79602, , , , ,48441
Chester County Sheriff's Office,Sheriff's office,54, , , , , ,Po Box 19,126 Crook Ave, ,Chester,SC,Chester,29706, , , , ,45023
Cayce Public Safety,Local police department,54, , , , , ,Po Box 2004,PO Box 2004, ,Cayce,SC,Lexington,29033, , , , ,45063
Deer Park Police Department,Local police department,54, , , , , ,2911 Center Street, , ,Deer Park,TX,Harris,77536, , , , ,48201
Paris Police Department,Local police department,54, , , , , ,1810 East Walnut Street, , ,Paris,TX,Lamar,75460, , , , ,48277
Mooresville Police Department,Local police department,54, , , , , ,Po Box 1250,750 W Iredell Ave., ,Mooresville,NC,Iredell,28115, , , , ,37097
Greenbelt Police Department,Local police department,54, , , , , ,550 Crescent Road, , ,Greenbelt,MD,Prince Georges,20770, , , , ,24033
Matthews Police Department,Local police department,54, , , , , ,Po Box 54, , ,Matthews,NC,Mecklenburg,28105, , , , ,37119
Rhea County Sheriff's Office,Sheriff's office,54, , , , , ,444 2Nd Ave, , ,Dayton,TN,Rhea,37321, , , , ,47143
University of South Carolina Law Enforcement & Safety,Special jurisdiction,54, , , , , ,1501 Senate Street, , ,Columbia,SC,Richland,29208, , , , ,45079
Harris County Constable Pct. 2,Constable/marshal,54, , , , , ,109 E. Shaw,Attn: Capt. Gary Claunch, ,Pasadena,TX,Harris,77506, , , , ,48201
Cleburne Police Department,Local police department,54, , , , , ,Po Box 677 Po Box 657, , ,Cleburne,TX,Johnson,76033, , , , ,48251
University of Arizona Police Department,Special jurisdiction,54, , , , , ,1852 East 1St Street, , ,Tucson,AZ,Pima,85721, , , , ,4019
Dallas County Hospital District Police,Special jurisdiction,54, , , , , ,5201 Harry Hines Blvd., , ,Dallas,TX,Dallas,75235, , , , ,48113
Gila County Sheriff's Office,Sheriff's office,53, , , , , ,Po Box 311,1100 South St, ,Globe,AZ,Gila,85502, , , , ,4007
Lenoir Police Department,Local police department,53, , , , , ,"1035 West Avenue, Nw", , ,Lenoir,NC,Caldwell,28645, , , , ,37027
The Colony Police Department,Local police department,53, , , , , ,5151 N. Colony Blvd., , ,The Colony,TX,Denton,75056, , , , ,48121
Burleson Police Department,Local police department,53, , , , , ,225 W. Renfro, , ,Burleson,TX,Johnson,76028, , , , ,48251
Waxahachie Police Department,Local police department,53, , , , , ,216 N. College, , ,Waxahachie,TX,Ellis,75165, , , , ,48139
Wise County Sheriff's Office,Sheriff's office,52, , , , , ,200 Rook Ramsey Dr, , ,Decatur,TX,Wise,76234, , , , ,48497
Thibodaux Police Department,Local police department,52, , , , , ,1309 Canal Blvd., , ,Thibodaux,LA,Lafourche,70301, , , , ,22057
Copperas Cove Police Department,Local police department,52, , , , , ,202 S. 4Th St., , ,Copperas Cove,TX,Coryell,76522, , , , ,48099
Marshall Police Department,Local police department,52, , , , , ,611 W. Main St.,P.O. BOX 477, ,Marshall,TX,Harrison,75671, , , , ,48203
Wake Forest Police Department,Local police department,52, , , , , ,401 E. Owen Ave., , ,Wake Forest,NC,Wake,27587, , , , ,37183
Burnet County Sheriff's Office,Sheriff's office,52, , , , , ,Po Box 1249,1601 E Polk, ,Burnet,TX,Burnet,78611, , , , ,48053
West Columbia Police Department,Local police department,52, , , , , ,310 E. Clay, , ,West Columbia,SC,Lexington,29171, , , , ,45063
Highland Park Department of Public Safety,Local police department,52, , , , , ,4700 Drexel Dr., , ,Dallas,TX,Dallas,75205, , , , ,48113
North Augusta Public Safety,Local police department,52, , , , , ,Po Box 6400, , ,North Augusta,SC,Aiken,29861, , , , ,45003
Navajo County Sheriff's Office,Sheriff's office,52, , , , , ,Po Box 668,Governmental Complex, ,Holbrook,AZ,Navajo,86025, , , , ,4017
Richmond County Sheriff's Office,Sheriff's office,52, , , , , ,Po Box 115, , ,Rockingham,NC,Richmond,28379, , , , ,37153
University of Tennessee at Knoxville Police,Special jurisdiction,52, , , , , ,1101 Cumberland Ave., , ,Knoxville,TN,Knox,37996, , , , ,47093
Transylvania County Sheriff's Office,Sheriff's office,52, , , , , ,32 E Morgan St, , ,Brevard,NC,Transylvania,28712, , , , ,37175
North East I.S.D. Police Dept.,Special jurisdiction,52, , , , , ,8961 Tesoro, , ,San Antonio,TX,Bexar,78217, , , , ,48029
Texas Tech University Police Dept.,Special jurisdiction,52, , , , , ,P.O. Box 43041, , ,Lubbock,TX,Lubbock,79409, , , , ,48303
Maryville Police Department,Local police department,52, , , , , ,418 W. Broadway Ave., , ,Maryville,TN,Blount,37801, , , , ,47009
Kerrville Police Department,Local police department,51, , , , , ,429 Sidney Baker, , ,Kerrville,TX,Kerr,78028, , , , ,48265
Keller Police Department,Local police department,51, , , , , ,330 Rufe Snow, , ,Keller,TX,Tarrant,76248, , , , ,48439
Cumberland Police Department,Local police department,51, , , , , ,1509 E. Main St., , ,Cumberland,MD,Allegany,21501, , , , ,24001
Bladen County Sheriff's Office,Sheriff's office,51, , , , , ,Po Box 396, , ,Elizabethtown,NC,Bladen,28337, , , , ,37017
Gaithersburg Police Department,Local police department,51, , , , , ,14 Fulks Corner Avenue, , ,Gaithersburg,MD,Montgomery,20877, , , , ,24031
Edgecombe County Sheriff's Office,Sheriff's office,51, , , , , ,Po Box 219, , ,Tarboro,NC,Edgecombe,27886, , , , ,37065
Washington Parish Sheriff's Office,Sheriff's office,51, , , , , ,Po Box 668, , ,Franklinton,LA,Washington,70438, , , , ,22117
Tarrant County College District Police Dept.,Special jurisdiction,51, , , , , ,1500 Houston St., , ,Fort Worth,TX,Tarrant,76102, , , , ,48439
East Carolina University Dept. of Public Safety,Special jurisdiction,51, , , , , ,609 East 10Th St., , ,Greenville,NC,Pitt,27858, , , , ,37147
United I.S.D. Police Dept.,Special jurisdiction,51, , , , , ,103 Del Mar Blvd., , ,Laredo,TX,Webb,78045, , , , ,48479
Queen Anne's County Sheriff's Office,Sheriff's office,50, , , , , ,505 Railrd Ave, , ,Centreville,MD,Queen Annes,21617, , , , ,24035
Assumption Parish Sheriff's Office,Sheriff's office,50, , , , , ,112 Franklin Ave,PO Box 69, ,Napoleonville,LA,Assumption,70390, , , , ,22007
Haywood County Sheriff's Office,Sheriff's office,50, , , , , ,1620 Brown Ave, , ,Waynesville,NC,Haywood,28786, , , , ,37087
Henderson Police Department,Local police department,50, , , , , ,223 Lead Street,PO Box 95050, ,Henderson,NC,Vance,27536, , , , ,37181
Orleans Parish Sheriff's Office (Civil Division),Sheriff's office,50, , , , , ,421 Loyola Ave Ste 403, , ,New Orleans,LA,Orleans,70112, , , , ,22071
Easton Police Department,Local police department,50, , , , , ,106 W. Dover Street, , ,"Easton,",MD,Talbot,21601, , , , ,24041
Hoke County Sheriff's Office,Sheriff's office,50, , , , , ,429 E Central Ave,PO Drawer 300, ,Raeford,NC,Hoke,28376, , , , ,37093
West Feliciana Parish Sheriff's Office,Sheriff's office,50, , , , , ,4789 Prosperity St,PO Box 1844, ,Saint Francisville,LA,West Feliciana,70775, , , , ,22125
Louisiana Office of Alcohol And Tobacco Control,Special jurisdiction,50, , , , , ,Po Box 66404, , ,Baton Rouge,LA,East Baton Rouge,70896, , , , ,22033
Edinburg C.I.S.D. Police Dept.,Special jurisdiction,50, , , , , ,1313 E. Schunior Street, , ,Edinburg,TX,Hidalgo,78541, , , , ,48215
Albemarle Police Department,Local police department,49, , , , , ,Po Box 190, , ,Albemarle,NC,Stanly,28002, , , , ,37167
Greenwood Police Department,Local police department,49, , , , , ,709 W Main Street, , ,Greenwood,SC,Greenwood,29648, , , , ,45047
Greenville Police Department,Local police department,49, , , , , ,Po Box 1109, , ,Greenville,TX,Hunt,75403, , , , ,48231
Memphis International Airport Police,Special jurisdiction,49, , , , , ,"2491 Winchester Road, #113", , ,Memphis,TN,Shelby,38116, , , , ,47157
Stanly County Sheriff's Office,Sheriff's office,49, , , , , ,223 South 2Nd St, , ,Albemarle,NC,Stanly,28001, , , , ,37167
University of North Carolina - Chapel Hill Public Safety,Special jurisdiction,49, , , , , ,"Public Safety Bldg, Cb 1600", , ,Chapel Hill,NC,Orange,27599, , , , ,37135
Alvin Police Dept,Local police department,49, , , , , ,1500 S. Gordon St., , ,Alvin,TX,Brazoria,77511, , , , ,48039
Louisiana State University Health Sciences Center Police Dept,Special jurisdiction,49, , , , , ,Po Box 33932, , ,Shreveport,LA,Caddo,71130, , , , ,22017
North Carolina State University Dept. of Public Safety,Special jurisdiction,49, , , , , ,Box 7220, , ,Raleigh,NC,Wake,27695, , , , ,37183
Newberry County Sheriff's Office,Sheriff's office,48, , , , , ,Po Box 247,520 Wilson Rd, ,Newberry,SC,Newberry,29108, , , , ,45071
Polk County Sheriff's Office,Sheriff's office,48, , , , , ,Po Box 69, , ,Livingston,TX,Polk,77351, , , , ,48373
Conway Police Department,Local police department,48, , , , , ,Po Box 96, , ,Conway,SC,Horry,29528, , , , ,45051
Cherokee County Sheriff's Office,Sheriff's office,48, , , , , ,111 N 5Th St, , ,Gaffney,SC,Cherokee,29340, , , , ,45021
Cameron Parish Sheriff's Office,Sheriff's office,48, , , , , ,Po Box 1250, , ,Cameron,LA,Cameron,70631, , , , ,22023
Beaufort County Sheriff's Office,Sheriff's office,48, , , , , ,2001 Duke St,PO Box 1758, ,Washington,NC,Beaufort,27889, , , , ,37013
Huntsville Police Department,Local police department,48, , , , , ,205 S Main Street, , ,Huntsville,TX,Walker,77340, , , , ,48471
Southlake Dept of Public Safety - Police,Local police department,48, , , , , ,2100 W. Southlake Blvd., , ,Southlake,TX,Tarrant,76092, , , , ,48439
Houston Community College System,Special jurisdiction,48, , , , , ,3100 Main Room 4E 14, , ,Houston,TX,Harris,77002, , , , ,48201
Dallas City Marshal''s Office,Constable/marshal,48, , , , , ,1600 Chestnut Street, , ,Dallas,TX,Dallas,75226, , , , ,48113
San Benito Police Department,Local police department,47, , , , , ,601 N. Oscar Williams Rd, , ,San Benito,TX,Cameron,78586, , , , ,48061
Howard County Sheriff's Office,Sheriff's office,47, , , , , ,1800 W Markland Ave, , ,Columbia,MD,Howard,21045, , , , ,24027
Lee County Sheriff's Office,Sheriff's office,47, , , , , ,Po Box 177, , ,Sanford,NC,Lee,27330, , , , ,37105
Webster Police Department,Local police department,47, , , , , ,57 Thompson Road, , ,Webster,TX,Harris,77598, , , , ,48201
Angelina County Sheriff's Office,Sheriff's office,46, , , , , ,2311 E Lufkin, , ,Lufkin,TX,Angelina,75901, , , , ,48005
Natchitoches Police Department,Local police department,46, , , , , ,400 Amulet St., , ,Natchitoches,LA,Natchitoches,71457, , , , ,22069
Cumberland County Sheriff's Office,Sheriff's office,46, , , , , ,Po Box 56,166 Courthouse Square, ,Crossville,TN,Cumberland,38555, , , , ,47035
Jackson County Sheriff's Office,Sheriff's office,46, , , , , ,Po Box 98, , ,Sylva,NC,Jackson,28779, , , , ,37099
Lincoln Parish Sheriff's Office,Sheriff's office,46, , , , , ,Po Box 2070, , ,Ruston,LA,Lincoln,71270, , , , ,22061
Aberdeen Police Department,Local police department,46, , , , , ,Po Box 190, , ,Aberdeen,MD,Harford,21001, , , , ,24025
Carteret County Sheriff's Office,Sheriff's office,46, , , , , ,304 Craven St,PO Box 239, ,Beaufort,NC,Carteret,28516, , , , ,37031
Worcester County Sheriff's Office,Sheriff's office,46, , , , , ,One W Market St,"Room 1001,", ,Snow Hill,MD,Worcester,21863, , , , ,24047
Cambridge Police Department,Local police department,46, , , , , ,125 sixth street, , ,Cambridge,MD,Dorchester,21613, , , , ,24019
Vance County Sheriff's Office,Sheriff's office,46, , , , , ,156 Church St Ste 004, , ,Henderson,NC,Vance,27536, , , , ,37181
Conroe I.S.D. Police Dept.,Special jurisdiction,46, , , , , ,205 E Pauline St, , ,Conroe,TX,Montgomery,77301, , , , ,48339
St. Martin Parish Sheriff's Office,Sheriff's office,45, , , , , ,Po Box 247, , ,Saint Martinville,LA,St. Martin,70582, , , , ,22099
Eden Police Department,Local police department,45, , , , , ,308 B East Stadium Drive, , ,Eden,NC,Rockingham,27288, , , , ,37157
